Object,Close-Approach (CA) Date,CA Distance Minimum (au),V relative (m/s),Estimated Diameter(meters),Mass(Kg),Force(joules),Megatons(TNT),Damage,Extinction
(2016 WT3),2101,0.02343,15340.0,4990,1171042789367835.8,8.9818981944513e+18,0.00046760717045252323,Large city block,0
(2014 NG3),2101,0.03,5570.0,48,1042305044.237476,2902819548201.3706,1446.8691319797613,Continent exterminated,0
(2011 MW1),2101,0.03756,8950.0,118,15485211782.439856,69296322726418.35,60.609276722829655,Mount Krakatoa comparable,0
(2003 SM84),2101,0.049210000000000004,1690.0,93,7580886126.191075,6405848776631.459,655.6508195013288,Minor extiction event,0
399457 (2002 PD43),2101,0.00618,39550.0,500,1178097245096.25,2.3296873021778344e+16,0.1802817054492147,Entirety of Paris destroyed,0
162000 (1990 OS),2101,0.04922,8540.0,430,749335821326.9404,3199663957066035.5,1.3126378445851647,Entirety of Paris destroyed,0
(2017 SV17),2101,0.026639999999999997,8410.0,24,130288130.52968448,547861588877.3232,7666.169859811912,Major extinction event,1
462959 (2011 DU),2101,0.04465,8540.0,210,87282868694.69098,372697849326330.5,11.269182281549798,Entirety of Paris destroyed,0
363505 (2003 UC20),2101,0.04735,8930.0,364,454543318571.2263,2029535917420524.8,2.069438615965991,Entirety of Paris destroyed,0
433953 (1997 XR2),2101,0.03923,7680.0,240,130288130529.68448,500306421233988.4,8.394855276174242,Entirety of Paris destroyed,0
(2016 WG7),2101,0.007909999999999999,6170.0,21,87282868.69469097,269267649923.12164,15597.863320005716,Major extinction event,1
341843 (2008 EV5),2101,0.04654,5440.0,320,308831124218.5114,840020657874351.0,4.999877039486129,Entirety of Paris destroyed,0
471240 (2011 BT15),2102,0.00847,7210.0,150,31808625617.59875,114670095351443.5,36.6268117866977,Entirety of Paris destroyed,0
(2004 FH),2102,0.01097,8000.0,24,130288130.52968448,521152522118.7379,8059.061065127272,Major extinction event,1
(2010 AL30),2102,0.00954,10160.0,8985,6836367041451810.0,3.47287445705752e+19,0.00012093728270150471,Large city block,0
(2015 CM),2102,0.03367,6150.0,20,75398223.68616001,231849537834.94205,18115.196774686083,Major extinction event,1
(2014 DH6),2102,0.0076,16900.0,23,114671273.4486886,968972260641.4188,4334.489407591273,Continent exterminated,0
(2001 SY269),2102,0.03488,15710.0,170,46303934121.263016,363717402522521.0,11.547426575883849,Entirety of Paris destroyed,0
(2002 GR),2102,0.00464,5630.0,79,4646783101.00008,13080694429315.225,321.0838707910915,Minor extiction event,0
(2017 FU90),2102,0.030910000000000007,16670.0,30,254469004.94079,2120999156181.4849,1980.198807604157,Continent exterminated,0
(2005 XY4),2102,0.01292,19740.0,67,2834624493.815068,27977743753954.72,150.11932473669614,Mount Krakatoa comparable,0
(2015 FC35),2102,0.02574,13230.0,140,25861590724.352882,171074422641594.3,24.55071854194777,Entirety of Paris destroyed,0
(2013 GA80),2102,0.03246,17010.0,170,46303934121.263016,393814959701341.94,10.66490720206556,Entirety of Paris destroyed,0
(2017 HW4),2102,0.014730000000000004,14840.0,130,20706237179.811687,153640279874202.72,27.33658128870156,Entirety of Paris destroyed,0
(2011 JM5),2102,0.00834,5950.0,18,54965305.06721064,163521782574.95166,25684.651511641227,Major extinction event,1
144898 (2004 VD17),2102,0.03675,19320.0,540,1484063236814.6875,1.4336050867629882e+16,0.29296771047899944,Entirety of Paris destroyed,0
(2013 HT15),2102,0.0275,13360.0,140,25861590724.352882,172755426038677.25,24.311826819608463,Entirety of Paris destroyed,0
35396 (1997 XF11),2102,0.032010000000000004,13630.0,1004,9538328288827.146,6.5003707288357e+16,0.06461169947382793,Entirety of Paris destroyed,0
311066 (2004 DC),2102,0.04702,13150.0,364,454543318571.2263,2988622319605813.0,1.405329797762456,Entirety of Paris destroyed,0
468468 (2004 KH17),2102,0.03822,14930.0,140,25861590724.352882,193056774757294.28,21.755258292697192,Entirety of Paris destroyed,0
226554 (2003 WR21),2102,0.03192,8980.0,420,698262949557.5278,3135200643513300.0,1.339627181019422,Entirety of Paris destroyed,0
(2008 KV2),2102,0.04824,11480.0,180,54965305067.21064,315500851085789.06,13.312166942009172,Entirety of Paris destroyed,0
(2004 XP14),2102,0.03979,17730.0,450,858832891675.1663,7613553584700349.0,0.5516477888117868,Entirety of Paris destroyed,0
2101 Adonis (1936 CA),2102,0.019530000000000002,24580.0,540,1484063236814.6875,1.8239137180452508e+16,0.2302740507101005,Entirety of Paris destroyed,0
(2002 QW47),2102,0.02126,9380.0,260,165649897438.4935,776898018986534.5,5.406114956347697,Entirety of Paris destroyed,0
480936 (2003 QH5),2102,0.03424,10140.0,320,308831124218.5114,1565773799787852.8,2.682379792387036,Entirety of Paris destroyed,0
414990 (2011 EM51),2102,0.0343,7990.0,140,25861590724.352882,103317054943789.77,40.651565245302756,Entirety of Paris destroyed,0
(2013 RO5),2102,0.0233,7810.0,36,439722440.5376852,1717116130299.6606,2445.961531598356,Continent exterminated,0
99942 Apophis (2004 MN4),2102,0.02112,7150.0,370,477393278046.8828,1706680969017606.0,2.4609168768182785,Entirety of Paris destroyed,0
422787 (2001 WS1),2102,0.04539,11230.0,1005,9566857666625.854,5.371790579810417e+16,0.07818621998753028,Entirety of Paris destroyed,0
(2009 UG),2102,0.02516,9980.0,72,3517779524.301481,17553719826264.387,239.26552557343643,Minor extiction event,0
(2009 UY19),2102,0.037360000000000004,4890.0,64,2470648993.748091,6040736789714.082,695.2794247138174,Minor extiction event,0
(2015 XD169),2102,0.047330000000000004,2840.0,14,25861590.72435288,36723458828.581085,114368.31208097505,Major extinction event,1
(2014 WF6),2102,0.0446,17610.0,43,749335821.3269402,6597901906783.707,636.5659961815624,Minor extiction event,0
(2017 FY101),2102,0.030910000000000007,10780.0,8985,6836367041451810.0,3.684801835342525e+19,0.00011398170614538852,Large city block,0
499582 (2010 TH19),2102,0.03705,5340.0,260,165649897438.4935,442285226160777.6,9.496134511337338,Entirety of Paris destroyed,0
(2010 NK1),2102,0.03922,10200.0,112,13241134450.868671,67529785699430.23,62.19477755629006,Mount Krakatoa comparable,0
(2008 YZ32),2102,0.0491,21120.0,320,308831124218.5114,3261256671747480.5,1.2878471162312757,Entirety of Paris destroyed,0
456938 (2007 YV56),2102,0.0317,17850.0,210,87282868694.69098,778999603100117.0,5.391530346466962,Entirety of Paris destroyed,0
54509 YORP (2000 PH5),2103,0.03349,8050.000000000001,93,7580886126.191075,30513066657919.08,137.64594844189386,Mount Krakatoa comparable,0
(2013 XG10),2103,0.02798,7360.0,27,185507904.6018359,682669088934.7561,6152.321920058989,Major extinction event,1
(2015 AR45),2103,0.03959,24780.0,360,439722440537.6851,5448161038261919.0,0.7709023229129605,Entirety of Paris destroyed,0
(2015 BK311),2103,0.03291,14820.0,43,749335821.3269402,5552578436032.627,756.4053436408441,Minor extiction event,0
(2007 DD),2103,0.013940000000000001,3970.0,21,87282868.69469097,173256494358.96158,24241.51553764113,Major extinction event,1
(2004 XG),2103,0.01884,8160.0,50,1178097245.09625,4806636759992.7,873.7918444260347,Minor extiction event,0
(1995 CR),2103,0.01091,29860.0,150,31808625617.59875,474902780470749.4,8.843915371134976,Entirety of Paris destroyed,0
(2015 CA40),2103,0.02223,8090.0,39,559068403.8549157,2261431693593.1343,1857.230537583349,Continent exterminated,0
(2012 EA),2103,0.00897,5090.0,14,25861590.72435288,65817748393.47807,63812.57491354992,Major extinction event,1
(2012 DH54),2103,0.01014,5010.0,7985,4798393817379585.0,1.201997651253586e+19,0.0003494183200457789,Large city block,0
(2005 EA),2103,0.048589999999999994,23010.0,210,87282868694.69098,1004189404332419.8,4.182477908928087,Entirety of Paris destroyed,0
455184 (2000 ED14),2103,0.0496,17020.0,230,114671273448.68855,975852537048339.8,4.3039289652345785,Entirety of Paris destroyed,0
231937 (2001 FO32),2103,0.01951,34440.0,237,125463143727.00215,2160475334978976.8,1.9440166393016791,Entirety of Paris destroyed,0
264993 (2003 DX10),2103,0.04411,11530.0,270,185507904601.83594,1069453070029584.0,3.927241052179893,Entirety of Paris destroyed,0
(2016 FA14),2103,0.00159,15300.0,8985,6836367041451810.0,5.2298207867106345e+19,8.03086792318489e-05,Large city block,0
152754 (1999 GS6),2103,0.04672,13820.0,500,1178097245096.25,8140651963615088.0,0.5159291932356325,Entirety of Paris destroyed,0
(2003 HT42),2103,0.0301,5050.0,36,439722440.5376852,1110299162357.6553,3782.764269660031,Continent exterminated,0
(2004 FY31),2103,0.02018,11350.0,140,25861590724.352882,146764527360702.6,28.61726927841137,Entirety of Paris destroyed,0
(2018 CH),2103,0.02404,10550.0,17,46303934.12126301,244253252489.6624,17195.26744143462,Major extinction event,1
(2009 UY19),2103,0.00864,4750.0,64,2470648993.748091,5867791360151.718,715.7718709159088,Minor extiction event,0
(2013 HP11),2103,0.030010000000000002,2600.0,27,185507904.6018359,241160275982.3867,17415.803589090057,Major extinction event,1
(2016 JC6),2103,0.034730000000000004,5720.0,180,54965305067.21064,157200772492222.44,26.717425960535888,Entirety of Paris destroyed,0
(2004 HX53),2103,0.039689999999999996,9150.0,59,1935651472.804982,8855605488082.793,474.2758703119785,Minor extiction event,0
(2008 ST),2103,0.02256,2160.0,13,20706237.179811686,22362736154.196617,187812.43811311628,Major extinction event,1
(2013 GH84),2103,0.02521,10220.0,240,130288130529.68448,665772347006687.6,6.30846267328945,Entirety of Paris destroyed,0
360191 (1988 TA),2103,0.03599,12290.0,250,147262155637.03125,904925946389557.0,4.641263759489954,Entirety of Paris destroyed,0
(2016 XE),2103,0.0037600000000000003,6190.0,5987,2022548300737718.5,6.259786990783239e+18,0.0006709493479864378,Multiple city blocks,0
25143 Itokawa (1998 SF36),2103,0.0454,5150.0,480,1042305044237.4758,2683935488911500.5,1.564866226238305,Entirety of Paris destroyed,0
467336 (2002 LT38),2103,0.03781,8140.000000000001,260,165649897438.4935,674195082574668.6,6.229650895643902,Entirety of Paris destroyed,0
(2017 FE157),2103,0.0469,8590.0,54,1484063236.8146873,6374051602119.082,658.921556048227,Minor extiction event,0
(2016 NJ22),2103,0.020390000000000002,7400.0,4994,1173861182358250.2,4.343286374725527e+18,0.0009670096875123547,Multiple city blocks,0
(2015 MO116),2103,0.006370000000000001,9010.0,52,1325199179.5079482,5970022303683.308,703.5149596357014,Minor extiction event,0
(1999 NW2),2103,0.01792,5250.0,79,4646783101.00008,12197805640125.21,344.3242271531133,Minor extiction event,0
(2010 RJ43),2103,0.02308,14800.0,62,2246188481.8343925,16621794765574.506,252.68029471153403,Minor extiction event,0
289315 (2005 AN26),2103,0.03645,14290.0,472,991053554076.1508,7081077643874097.0,0.5931300589019042,Entirety of Paris destroyed,0
513126 (1998 QP),2103,0.02556,16400.0,190,64644552032.92144,530085326669955.8,7.923252707983414,Entirety of Paris destroyed,0
(2000 PP9),2103,0.03808,7920.0,500,1178097245096.25,4665265090581150.0,0.9002703851662174,Entirety of Paris destroyed,0
(2014 TY33),2103,0.04626,10550.0,140,25861590724.352882,136419891070961.44,30.787299176300394,Entirety of Paris destroyed,0
2340 Hathor (1976 UA),2103,0.00609,14270.0,300,254469004940.79,1815636350252536.8,2.3132385509993907,Entirety of Paris destroyed,0
(2003 UY19),2103,0.04626,9910.0,491,1115618233720.1526,5527888348083356.0,0.759783797271563,Entirety of Paris destroyed,0
453707 (2010 XY72),2103,0.04821,18030.0,491,1115618233720.1526,1.0057298376987176e+16,0.4176071786445474,Entirety of Paris destroyed,0
69230 Hermes (1937 UB),2103,0.043410000000000004,19570.0,169,45491603084.04628,445135336177392.9,9.435332714916704,Entirety of Paris destroyed,0
(2010 VA12),2103,0.0438,33600.0,420,698262949557.5278,1.1730817552566468e+16,0.3580313120700717,Entirety of Paris destroyed,0
138095 (2000 DK79),2103,0.04775,32990.0,2001,75511377579781.78,1.2455601731785006e+18,0.003371976794410639,Multiple city blocks,0
(2016 NG15),2103,0.03259,19560.0,250,147262155637.03125,1440223882130165.5,2.9162132721948635,Entirety of Paris destroyed,0
54509 YORP (2000 PH5),2104,0.00526,7230.0,93,7580886126.191075,27404903346180.74,153.25724549892746,Mount Krakatoa comparable,0
265196 (2004 BW58),2104,0.03721,11510.0,540,1484063236814.6875,8540783927868526.0,0.4917581378326907,Entirety of Paris destroyed,0
(2004 CO49),2104,0.04019,8770.0,150,31808625617.59875,139480823333170.52,30.11166624653255,Entirety of Paris destroyed,0
(2006 SU217),2104,0.04191,6280.0,29,229860909.6852196,721763256411.5894,5819.0825907116105,Major extinction event,1
(2017 BQ6),2104,0.03651,10590.0,170,46303934121.263016,245179331172087.7,17.130318367057146,Entirety of Paris destroyed,0
(2015 SY16),2104,0.048139999999999995,16290.0,150,31808625617.59875,259081255655341.8,16.211130324253553,Entirety of Paris destroyed,0
(2015 FM33),2104,0.04993,7960.0,39,559068403.8549157,2225092247342.5645,1887.5621920916199,Continent exterminated,0
(2008 CC71),2104,0.02076,7280.0,34,370431472.9701041,1348370561611.179,3114.8707332955896,Continent exterminated,0
(2018 FB4),2104,0.01964,13150.0,7985,4798393817379585.0,3.154943934927077e+19,0.00013312439417713704,Large city block,0
(2001 EC16),2104,0.01761,10370.0,118,15485211782.439856,80290823091950.66,52.309838637350566,Mount Krakatoa comparable,0
(2016 YB8),2104,0.01917,11570.0,42,698262949.5575278,4039451163190.2974,1039.7452105059997,Continent exterminated,0
(2017 ED3),2104,0.04225,4660.0,48,1042305044.237476,2428570753073.319,1729.4122457354654,Continent exterminated,0
153002 (2000 JG5),2104,0.04247,30810.0,394,576447543618.1282,8880174409437266.0,0.4729636836340192,Entirety of Paris destroyed,0
(2013 GR38),2104,0.039389999999999994,13520.0,140,25861590724.352882,174824353296625.5,24.02411289274919,Entirety of Paris destroyed,0
(2009 FU23),2104,0.04616,9090.0,320,308831124218.5114,1403637459573134.2,2.9922256429927985,Entirety of Paris destroyed,0
152978 (2000 GJ147),2104,0.02653,14920.0,390,559068403854.9156,4170650292757671.0,1.0070372016789069,Entirety of Paris destroyed,0
(2016 GS2),2104,0.008490000000000001,8240.0,83,5388965515.854796,22202537925321.76,189.1675633716605,Mount Krakatoa comparable,0
(2017 KJ27),2104,0.01287,16580.0,27,185507904.6018359,1537860529149.2195,2731.0669078187075,Continent exterminated,0
(2013 ND15),2104,0.02241,16020.0,50,1178097245.09625,9436558933220.963,445.0774937900402,Minor extiction event,0
(2006 CT),2104,0.0223,7530.0,123,17538258289.52419,66031542460058.57,63.60596532392853,Mount Krakatoa comparable,0
(2013 LF7),2104,0.03731,10470.0,130,20706237179.811687,108397151636314.2,38.74640557061423,Entirety of Paris destroyed,0
(2016 ND39),2104,0.0059700000000000005,13220.0,30,254469004.94079,1682040122658.6218,2496.967785382852,Continent exterminated,0
(2010 HA),2104,0.03776,5020.0,55,1568047433.223109,3935799057390.0034,1067.1276502579376,Continent exterminated,0
(2016 UH101),2104,0.02274,8010.0,100,9424777960.77,37746235732883.85,111.26937344751002,Mount Krakatoa comparable,0
(2008 ST),2104,0.0,3990.0,13,20706237.179811686,41308943173.72431,101672.89882815316,Major extinction event,1
(2016 TL10),2104,0.021419999999999998,5510.0,8981,6827240732222686.0,1.88090482172735e+19,0.00022329678522185309,Large city block,0
(2014 SS261),2104,0.02804,6490.0,18,54965305.06721064,178362414943.0985,23547.56186352316,Major extinction event,1
(2010 TK19),2104,0.04095,7380.0,34,370431472.9701041,1366892135259.684,3072.66381279023,Continent exterminated,0
(2016 UG57),2104,0.00937,6800.0,6990,3218864199550717.0,1.0944138278472438e+19,0.0003837670808912904,Large city block,0
(2003 UY12),2104,0.02648,16820.0,90,6870663133.40133,57782276951905.19,72.68664755969813,Mount Krakatoa comparable,0
(2016 UA41),2104,0.039580000000000004,6580.0,43,749335821.3269402,2465314852165.6333,1703.6363514828738,Continent exterminated,0
(2013 UB),2104,0.04224,6750.0,15,31808625.61759875,107354111459.39578,39122.86118253192,Major extinction event,1
(2002 TS69),2104,0.03539,4680.0,43,749335821.3269402,1753445821905.04,2395.2835881960063,Continent exterminated,0
(1998 VS),2104,0.04013,5710.0,123,17538258289.52419,50071727416591.56,83.87967055852572,Mount Krakatoa comparable,0
(2009 TK12),2104,0.03597,14890.0,250,147262155637.03125,1096366748717697.6,3.8308348961807615,Entirety of Paris destroyed,0
(2017 WO16),2104,0.03298,6090.0,32,308831124.21851134,940390773245.3672,4466.2284227922055,Continent exterminated,0
(2017 FR91),2104,0.03625,8550.0,14,25861590.72435288,110558300346.60857,37989.006585961295,Major extinction event,1
(2004 XL14),2104,0.03209,13330.0,190,64644552032.92144,430855939299421.4,9.74803784027967,Entirety of Paris destroyed,0
152680 (1998 KJ9),2105,0.02982,21900.0,430,749335821326.9404,8205227243529998.0,0.5118688215870916,Entirety of Paris destroyed,0
(2017 QL33),2105,0.029039999999999996,8720.0,190,64644552032.92144,281850246863537.5,14.901530322354127,Entirety of Paris destroyed,0
480883 (2001 YE4),2105,0.03209,12640.0,240,130288130529.68448,823420984947605.9,5.100671560207134,Entirety of Paris destroyed,0
(2016 HD3),2105,0.03468,8340.0,5992,2027619883886939.2,8.455174915808538e+18,0.000496737210267207,Large city block,0
(2004 FH),2105,0.01285,6560.0,24,130288130.52968448,427345068137.3651,9828.12325015521,Major extinction event,1
(2018 AZ11),2105,0.030010000000000002,9710.0,24,130288130.52968448,632548873721.6182,6639.8031432562475,Major extinction event,1
7482 (1994 PC1),2105,0.01554,19850.0,1004,9538328288827.146,9.466790826660942e+16,0.044365615306210304,Entirety of Paris destroyed,0
337075 (1998 QC1),2105,0.04239,15840.0,370,477393278046.8828,3780954762131312.0,1.1108305346749172,Entirety of Paris destroyed,0
(2018 CT),2105,0.004379999999999999,19050.0,23,114671273.4486886,1092243879598.7588,3845.295065002233,Continent exterminated,0
(2016 CC136),2105,0.01266,6410.0,3996,601378041074994.9,1.9274166216453583e+18,0.0021790825879744818,Multiple city blocks,0
(2003 QB30),2105,0.03967,10770.0,14,25861590.72435288,139264666050.64026,30158.403557100195,Major extinction event,1
(2017 DR34),2105,0.00256,11550.0,4998,1176684093813414.0,6.795350641772465e+18,0.0006180696510613753,Multiple city blocks,0
(2017 BL30),2105,0.02669,7430.0,72,3517779524.301481,13068550932780.002,321.38222681331024,Minor extiction event,0
29075 (1950 DA),2105,0.03632,13800.0,1003,9509855685890.877,6.561800423264705e+16,0.064006823266203,Entirety of Paris destroyed,0
139211 (2001 GN2),2105,0.0336,15870.0,335,354328061726.8834,2811593169802820.0,1.4938149818789574,Entirety of Paris destroyed,0
4581 Asclepius (1989 FC),2105,0.016030000000000003,10250.0,240,130288130529.68448,667726668964633.0,6.289998880099334,Entirety of Paris destroyed,0
(2016 FW3),2105,0.02094,8380.0,26,165649897.43849352,694073070267.2878,6051.2360728569665,Major extinction event,1
(2001 QJ142),2105,0.03634,2320.0,62,2246188481.8343925,2605578638927.8955,1611.9260179873722,Continent exterminated,0
192559 (1998 VO),2105,0.027630000000000002,8580.0,290,229860909685.2195,986103302549591.8,4.259188656138568,Entirety of Paris destroyed,0
(2004 FJ11),2105,0.02118,9660.0,210,87282868694.69098,421576255795357.44,9.962610422819386,Entirety of Paris destroyed,0
(2016 HF19),2105,0.043930000000000004,2660.0,17,46303934.12126301,61584232381.279816,68199.27500268238,Major extinction event,1
(2010 JV34),2105,0.042839999999999996,14720.0,230,114671273448.68855,843980572582347.9,4.976417866052484,Entirety of Paris destroyed,0
(2010 GA34),2105,0.04166,5250.0,112,13241134450.868671,34757977933530.26,120.83556782364927,Mount Krakatoa comparable,0
468468 (2004 KH17),2105,0.04785,15150.0,140,25861590724.352882,195901549736973.1,21.43934035049301,Entirety of Paris destroyed,0
(2013 AX52),2105,0.04438,16950.0,300,254469004940.79,2156624816873195.2,1.9474875588649736,Entirety of Paris destroyed,0
164216 (2004 OT11),2105,0.02707,14970.0,1032,10358818394023.623,7.753575567926682e+16,0.05416855698645221,Entirety of Paris destroyed,0
(2005 OX),2105,0.04527,18360.0,270,185507904601.83594,1702962564244854.0,2.4662902686075245,Entirety of Paris destroyed,0
(2006 BZ147),2105,0.0034,4140.0,27,185507904.6018359,384001362525.8004,10937.46119121598,Major extinction event,1
(2004 TD10),2105,0.04537,9630.0,130,20706237179.811687,99700532020793.28,42.12615434312888,Entirety of Paris destroyed,0
(2014 RW22),2105,0.04793,4740.0,50,1178097245.09625,2792090470878.1133,1504.249251163806,Continent exterminated,0
(2012 DX13),2105,0.0298,23800.0,52,1325199179.5079482,15769870236144.586,266.33066329065844,Minor extiction event,0
(2015 JD1),2105,0.04929,12230.0,250,147262155637.03125,900508081720446.1,4.664033655284672,Entirety of Paris destroyed,0
(2005 GJ8),2105,0.04432,12480.0,290,229860909685.2195,1434332076435769.8,2.9281922010952663,Entirety of Paris destroyed,0
(2015 VZ145),2105,0.02808,7420.0,67,2834624493.815068,10516456872053.902,399.37405260139917,Minor extiction event,0
(2004 XG),2105,0.04307,6780.0,50,1178097245.09625,3993749660876.288,1051.6432817870855,Continent exterminated,0
480808 (1994 XL1),2105,0.037360000000000004,15720.0,210,87282868694.69098,686043347940271.1,6.122062130053135,Entirety of Paris destroyed,0
(2015 XT378),2105,0.00164,6890.0,6984,3210582391782805.0,1.1060456339691764e+19,0.00037973116759457744,Large city block,0
(2015 YC1),2105,0.00804,8350.0,21,87282868.69469097,364405976800.3349,11525.606788555122,Major extinction event,1
(2009 VT),2105,0.04821,10180.0,123,17538258289.52419,89269734693678.12,47.04842032310234,Entirety of Paris destroyed,0
453563 (2010 BB),2106,0.02609,7710.0,300,254469004940.79,980978014046745.6,4.2814415204619065,Entirety of Paris destroyed,0
(2005 YQ96),2106,0.03059,12220.0,270,185507904601.83594,1133453297117217.5,3.705490125338311,Entirety of Paris destroyed,0
(2003 AF23),2106,0.03835,17000.0,210,87282868694.69098,741904383904873.4,5.661106863790313,Entirety of Paris destroyed,0
(2015 AE45),2106,0.03162,8090.0,29,229860909.6852196,929787379676.7133,4517.16176386513,Continent exterminated,0
(2015 AP44),2106,0.01132,4380.0,19,64644552.03292143,141571568952.09793,29666.973609800916,Major extinction event,1
(2017 BB7),2106,0.0094,7500.0,6984,3210582391782805.0,1.203968396918552e+19,0.0003488463659635518,Large city block,0
454094 (2013 BZ45),2106,0.02584,7690.0,140,25861590724.352882,99437816335136.84,42.237452055912755,Entirety of Paris destroyed,0
(2017 CF32),2106,0.026189999999999998,5130.0,20,75398223.68616001,193396443755.0005,21717.048764974537,Major extinction event,1
(2001 FC58),2106,0.045439999999999994,9350.0,270,185507904601.83594,867249454013583.0,4.842897254720231,Entirety of Paris destroyed,0
(2016 UE),2106,0.006690000000000001,4110.0,32,308831124.21851134,634647960269.0408,6617.84211552422,Major extinction event,1
162416 (2000 EH26),2106,0.00923,8150.0,150,31808625617.59875,129620149391714.9,32.40236969105404,Entirety of Paris destroyed,0
(2012 NN),2106,0.03762,11810.0,210,87282868694.69098,515405339642150.3,8.148926052873435,Entirety of Paris destroyed,0
(2016 HN),2106,0.04203,10310.0,100,9424777960.77,48584730387769.35,86.44691380354561,Mount Krakatoa comparable,0
(2014 KP4),2106,0.019540000000000002,27330.0,450,858832891675.1663,1.1735951464741146e+16,0.3578746906561647,Entirety of Paris destroyed,0
66391 (1999 KW4),2106,0.03942,20360.0,1997,75059440363113.16,7.641051028964919e+17,0.005496626032307685,Levels half large city,0
513171 (2004 MD6),2106,0.01396,21340.0,270,185507904601.83594,1979369342101588.8,2.1218879724289668,Entirety of Paris destroyed,0
(2017 MC3),2106,0.00889,13910.0,50,1178097245.09625,8193666339644.419,512.5910460471922,Minor extiction event,0
(2014 NL52),2106,0.011340000000000001,5450.0,59,1935651472.804982,5274650263393.576,796.2613235513032,Minor extiction event,0
(2016 NC1),2106,0.028380000000000002,4170.0,27,185507904.6018359,386783981094.8279,10858.774420056154,Major extinction event,1
(2014 OC4),2106,0.02519,6050.0,26,165649897.43849352,501090939751.4429,8381.712114139069,Major extinction event,1
(2011 QE23),2106,0.01614,5430.0,23,114671273.4486886,311332507413.1895,13490.399813681863,Major extinction event,1
359170 (2009 CN5),2106,0.03196,12960.0,320,308831124218.5114,2001225684935954.0,2.09871381904356,Entirety of Paris destroyed,0
(2015 VE1),2106,0.03161,8830.0,210,87282868694.69098,385353865287060.7,10.899073237195386,Entirety of Paris destroyed,0
(2017 SO21),2106,0.03829,5740.0,29,229860909.6852196,659700810796.5801,6366.522416318627,Major extinction event,1
68216 (2001 CV26),2106,0.0371,12680.0,1997,75059440363113.16,4.758768519021374e+17,0.008825812777427798,Levels half large city,0
144900 (2004 VG64),2106,0.03503,25790.0,423,713332858499.1263,9198427210346234.0,0.4565997973301253,Entirety of Paris destroyed,0
(2016 UA6),2106,0.04403,7840.0,23,114671273.4486886,449511391918.8593,9343.47844238425,Major extinction event,1
(2014 TL17),2106,0.01066,10080.0,90,6870663133.40133,34628142192342.703,121.2886321383058,Mount Krakatoa comparable,0
(2015 VU64),2106,0.00151,4520.0,2005,75965125258597.56,1.716811830844305e+17,0.02446395070527034,Entirety of Paris destroyed,0
(1999 UR),2106,0.02206,8170.0,170,46303934121.263016,189151570885359.4,22.204415117152404,Entirety of Paris destroyed,0
152560 (1991 BN),2106,0.03955,10010.0,500,1178097245096.25,5896376711706731.0,0.7123018432084358,Entirety of Paris destroyed,0
(2010 JG),2106,0.03272,15750.0,210,87282868694.69098,687352590970691.5,6.110401059329224,Entirety of Paris destroyed,0
(2002 VE68),2106,0.02422,8550.0,260,165649897438.4935,708153311549559.8,5.930919098308933,Entirety of Paris destroyed,0
(2014 WY4),2106,0.04695,9060.0,52,1325199179.5079482,6003152283171.005,699.6324267458798,Minor extiction event,0
(2004 XK3),2106,0.03937,7840.0,43,749335821.3269402,2937396419601.605,1429.8376521374123,Continent exterminated,0
(2016 YH),2106,0.015969999999999998,8850.0,26,165649897.43849352,733000796165.3339,5729.870993281511,Major extinction event,1
501647 (2014 SD224),2106,0.022619999999999998,9740.0,118,15485211782.439856,75412981380482.1,55.69332922683013,Mount Krakatoa comparable,0
(2013 BD74),2106,0.046939999999999996,7600.0,48,1042305044.237476,3960759168102.4087,1060.4027717272722,Continent exterminated,0
468727 (2010 JE87),2107,0.041,15930.0,240,130288130529.68448,1037744959668936.8,4.047237195293043,Entirety of Paris destroyed,0
(2016 CL136),2107,0.04451,19580.0,170,46303934121.263016,453315515047164.94,9.26507004632968,Entirety of Paris destroyed,0
(2016 CM194),2107,0.00249,12820.0,6990,3218864199550717.0,2.0632919519120097e+19,0.00020355820203282174,Large city block,0
(2007 DS7),2107,0.002,11070.0,23,114671273.4486886,634705498538.4913,6617.242185030942,Major extinction event,1
162567 (2000 RW37),2107,0.02247,9390.0,340,370431472970.1041,1739175765594638.8,2.4149370541418422,Entirety of Paris destroyed,0
(2016 MK1),2107,0.048639999999999996,22370.0,480,1042305044237.4758,1.1658181919796168e+16,0.3602620055935302,Entirety of Paris destroyed,0
(2018 FQ4),2107,0.01243,8740.0,13,20706237.179811686,90486256475.77707,46415.88859546122,Major extinction event,1
(2014 GS1),2107,0.020980000000000002,10600.0,15,31808625.61759875,168585715773.27338,24913.142734159483,Major extinction event,1
(2008 HU4),2107,0.03325,2240.0,4995,1174566486474599.2,1.3155144648515512e+18,0.0031926672888951827,Multiple city blocks,0
(2016 EK27),2107,0.04096,8620.0,123,17538258289.52419,75589893227849.25,55.56298362983549,Mount Krakatoa comparable,0
(2015 KE),2107,0.00025,3430.0,19,64644552.03292143,110865406736.46024,37883.77388073703,Major extinction event,1
(2014 AF51),2107,0.02166,6580.0,270,185507904601.83594,610321006140040.2,6.881624518485434,Entirety of Paris destroyed,0
(2016 WY7),2107,0.02256,10880.0,100,9424777960.77,51270792106588.81,81.91798541494072,Mount Krakatoa comparable,0
