Object,Close-Approach (CA) Date,CA Distance Minimum (au),V relative (m/s),Estimated Diameter(meters),Mass(Kg),Force(joules),Megatons(TNT),Damage,Extinction
(2007 TH3),2048,0.013940000000000001,5770.0,37,477393278.0468828,1377279607165.2568,3049.4897173744703,Continent exterminated,0
(2011 FT29),2048,0.01146,20260.0,30,254469004.94079,2577771020050.2026,1629.3146161283962,Continent exterminated,0
(2016 PR38),2048,0.03308,7200.0,130,20706237179.811687,74542453847322.08,56.34373143393486,Mount Krakatoa comparable,0
(2008 TZ),2048,0.0042899999999999995,10830.0,27,185507904.6018359,1004525303418.9414,4181.079347334641,Continent exterminated,0
(2014 UV34),2048,0.02122,5270.0,34,370431472.9701041,976086931276.2242,4302.895434229962,Continent exterminated,0
(2007 UD6),2048,0.00022999999999999998,7030.0,4995,1174566486474599.2,4.128601199958216e+18,0.0010172937022937714,Multiple city blocks,0
(2017 UA45),2048,0.04421,4270.0,20,75398223.68616001,160975207569.95166,26090.974277358164,Major extinction event,1
(2008 TC4),2048,0.04633,14150.0,170,46303934121.263016,327600333907935.8,12.820499753154433,Entirety of Paris destroyed,0
(2017 UR5),2048,0.010440000000000001,9270.0,3997,601829639084480.0,2.789480377156565e+18,0.001505656764748866,Multiple city blocks,0
434196 (2003 HG2),2048,0.044,10940.0,180,54965305067.21064,300660218717642.2,13.969257449201582,Entirety of Paris destroyed,0
(2016 WR),2048,0.00827,8710.0,17,46303934.12126301,201653633098.10046,20827.792365916786,Major extinction event,1
(2013 LG16),2048,0.02159,9730.0,480,1042305044237.4758,5070814040215320.0,0.8282693797664205,Entirety of Paris destroyed,0
(2013 NJ),2048,0.04712,8100.0,130,20706237179.811687,83860260578237.33,50.08331683016433,Mount Krakatoa comparable,0
(2016 WB8),2048,0.04145,7400.0,21,87282868.69469097,322946614170.3566,13005.24549789666,Major extinction event,1
(2005 YR3),2048,0.01962,5890.0,76,4137251330.1069713,12184205167165.033,344.7085749441001,Minor extiction event,0
(2014 WO371),2048,0.04024,12900.0,112,13241134450.868671,85405317208102.94,49.17726597474097,Entirety of Paris destroyed,0
(2016 CF137),2049,0.02274,2380.0,25,147262155.63703126,175241965208.0672,23966.862018542666,Major extinction event,1
(2007 EC),2049,0.047760000000000004,7400.0,123,17538258289.52419,64891555671239.5,64.723367417457,Mount Krakatoa comparable,0
(2005 VL1),2049,0.013,6040.0,17,46303934.12126301,139837881046.2143,30034.7800508502,Major extinction event,1
(2017 BM3),2049,0.03901,8410.0,83,5388965515.854796,22660599994169.41,185.3437243974415,Mount Krakatoa comparable,0
(2018 DT),2049,0.02554,3400.0,13,20706237.179811686,35200603205.67986,119316.13715421506,Major extinction event,1
(2012 DY13),2049,0.00072,16860.0,6987,3214721517691824.0,2.710010239414208e+19,0.0001549809642382704,Large city block,0
(2010 RE),2049,0.0255,6780.0,7985,4798393817379585.0,1.6266555040916793e+19,0.00025819849313117284,Large city block,0
(2012 DK31),2049,0.02436,14870.0,140,25861590724.352882,192280927035563.7,21.843040101544666,Entirety of Paris destroyed,0
(2012 DJ61),2049,0.04453,29560.0,340,370431472970.1041,5474977170498139.0,0.7671264864137991,Entirety of Paris destroyed,0
(2017 SO10),2049,0.01089,10350.0,39,559068403.8549157,2893178989949.189,1451.6903429033136,Continent exterminated,0
(2004 FW1),2049,0.04596,24510.0,210,87282868694.69098,1069651555853438.0,3.9265123086264895,Entirety of Paris destroyed,0
216523 (2001 HY7),2049,0.04746,12770.0,250,147262155637.03125,940268863742444.4,4.466807486619541,Entirety of Paris destroyed,0
(2016 RU33),2049,0.03581,6840.0,7985,4798393817379585.0,1.641050685543818e+19,0.00025593359406861875,Large city block,0
310442 (2000 CH59),2049,0.02433,12750.0,340,370431472970.1041,2361500640184414.0,1.7785301128150506,Entirety of Paris destroyed,0
(2014 UD176),2049,0.02136,13000.0,36,439722440.5376852,2858195863494.9536,1469.4584278294735,Continent exterminated,0
(2006 HV50),2049,0.03414,9700.0,59,1935651472.804982,9387909643104.162,447.3839395210932,Minor extiction event,0
(2003 LN6),2049,0.01123,3720.0,39,559068403.8549157,1039867231170.1432,4038.977163722929,Continent exterminated,0
(2016 JB),2049,0.01676,6330.0,13,20706237.179811686,65535240674.10399,64087.65660731928,Major extinction event,1
(2009 WW7),2049,0.0034100000000000003,9510.0,5005,1181635072301371.2,5.61867476879302e+18,0.0007475072277412178,Multiple city blocks,0
(2007 DA),2049,0.04071,18670.0,112,13241134450.868671,123605990098859.05,33.97893578329719,Entirety of Paris destroyed,0
(2012 FA14),2049,0.034730000000000004,4420.0,76,4137251330.1069713,9143325439536.406,459.3514720408937,Minor extiction event,0
(2004 UR1),2049,0.04961,16000.0,250,147262155637.03125,1178097245096250.0,3.565070725258221,Entirety of Paris destroyed,0
(2011 MD),2049,0.013630000000000001,1770.0,5992,2027619883886939.2,1.794443597239941e+18,0.002340558380581077,Multiple city blocks,0
(2017 QC17),2049,0.01994,15770.0,112,13241134450.868671,104406345145099.48,40.2274401442079,Entirety of Paris destroyed,0
(2008 AP33),2049,0.02546,15280.0,55,1568047433.223109,11979882389824.553,350.5877489721758,Minor extiction event,0
(2006 TU7),2049,0.033,13660.0,140,25861590724.352882,176634664647330.2,23.77789211639598,Entirety of Paris destroyed,0
(2002 PN),2049,0.01577,5070.0,36,439722440.5376852,1114696386763.032,3767.842122639676,Continent exterminated,0
(2010 CO44),2049,0.03627,8270.0,39,559068403.8549157,2311747849940.0767,1816.8071401510635,Continent exterminated,0
(2012 RT16),2049,0.02089,9680.0,14,25861590.72435288,125170099105.86795,33554.33949483152,Major extinction event,1
(2018 FG1),2049,0.011090000000000001,9130.0,8981,6827240732222686.0,3.1166353942596563e+19,0.00013476071046795296,Large city block,0
(2014 TL),2049,0.0024,9690.0,6987,3214721517691824.0,1.5575325753216889e+19,0.00026965728143005566,Large city block,0
(2003 VE1),2049,0.04403,12590.0,430,749335821326.9404,4717068995253090.0,0.8903834148337813,Entirety of Paris destroyed,0
(2007 SG11),2049,0.03405,6820.0,100,9424777960.77,32138492846225.703,130.68441074993478,Mount Krakatoa comparable,0
(2007 UN12),2049,0.00045999999999999996,2320.0,3997,601829639084480.0,6.981223813379968e+17,0.0060161371591474075,Levels half large city,0
(2008 GC110),2049,0.044969999999999996,8700.0,130,20706237179.811687,90072131732180.84,46.629294979808165,Entirety of Paris destroyed,0
(2009 UK20),2049,0.02688,5040.0,18,54965305.06721064,138512568769.37082,30322.158034576445,Major extinction event,1
(2012 VU76),2049,0.02331,4520.0,24,130288130.52968448,294451174997.0869,14263.82489403057,Major extinction event,1
(2017 JB2),2049,0.0346,3240.0,5000,1178097245096250.2,1.9085175370559247e+18,0.00220066094151742,Multiple city blocks,0
(2016 WT7),2049,0.01436,3350.0,21,87282868.69469097,146198805063.6074,28728.004980428443,Major extinction event,1
487577 (2014 YQ15),2049,0.02804,8560.0,190,64644552032.92144,276678682700903.7,15.180063599407475,Entirety of Paris destroyed,0
450293 (2004 LV3),2049,0.0116,20060.0,540,1484063236814.6875,1.4885154265251316e+16,0.2821603273406914,Entirety of Paris destroyed,0
(2009 LW2),2050,0.04186,19020.0,370,477393278046.8828,4540010074225856.0,0.9251080793507196,Entirety of Paris destroyed,0
(2016 GT),2050,0.0082,6820.0,21,87282868.69469097,297634582248.89624,14111.263443465583,Major extinction event,1
(2011 YH40),2050,0.03413,9710.0,90,6870663133.40133,33357069512663.45,125.91034108693331,Mount Krakatoa comparable,0
(2012 BD14),2050,0.0133,7970.0,17,46303934.12126301,184521177473.2331,22761.614994621734,Major extinction event,1
(2015 BM510),2050,0.03405,3060.0,32,308831124.21851134,472511620054.3223,8888.670292419785,Major extinction event,1
(2013 XY8),2050,0.04591,10060.0,32,308831124.21851134,1553420554819.1118,2703.710844413971,Continent exterminated,0
(2000 EB14),2050,0.04386,15140.0,76,4137251330.1069713,31318992568909.77,134.10393041088182,Mount Krakatoa comparable,0
(2012 EO8),2050,0.00613,12140.0,45,858832891.6751662,5213115652468.259,805.6602385200148,Minor extiction event,0
(2002 VX91),2050,0.01779,6630.0,45,858832891.6751662,2847031035903.1763,1475.2210098993937,Continent exterminated,0
(2015 UG51),2050,0.01554,7340.0,23,114671273.4486886,420843573556.6871,9979.955175516694,Major extinction event,1
437841 (1998 HD14),2050,0.047869999999999996,8790.0,210,87282868694.69098,383608207913166.9,10.948670840095026,Entirety of Paris destroyed,0
438105 (2005 GO22),2050,0.030080000000000006,28550.0,521,1332859271468.1216,1.902656610020744e+16,0.22074398385288288,Entirety of Paris destroyed,0
(2007 HA),2050,0.03862,20020.0,290,229860909685.2195,2300907705949047.5,1.8253665669165289,Entirety of Paris destroyed,0
(2017 YZ4),2050,0.03478,10070.0,5990,2025590234504240.0,1.019884683072885e+19,0.00041181126353868886,Large city block,0
(2006 QQ56),2050,0.04705,1570.0,21,87282868.69469097,68517051925.33241,61298.609353143496,Major extinction event,1
(2009 VT),2050,0.031219999999999998,9500.0,123,17538258289.52419,83306726875239.89,50.41609672517704,Mount Krakatoa comparable,0
(2016 JH18),2050,0.02103,7180.0,20,75398223.68616001,270679623033.31445,15516.498630128046,Major extinction event,1
(2012 MA7),2050,0.00446,17230.0,250,147262155637.03125,1268663470813024.2,3.3105706096419927,Entirety of Paris destroyed,0
(2016 CY135),2050,0.02592,7570.0,42,698262949.5575278,2642925264075.2427,1589.1482279464215,Continent exterminated,0
(2015 OQ21),2050,0.02565,7820.0,6984,3210582391782805.0,1.2553377151870767e+19,0.0003345713228550689,Large city block,0
(2012 FS35),2050,0.04069,3950.0,3000,254469004940790.0,5.025762847580602e+17,0.008356940284243369,Levels half large city,0
(2004 MX2),2050,0.01655,20290.0,450,858832891675.1663,8712859686044562.0,0.4820460963840798,Entirety of Paris destroyed,0
(2009 QE34),2050,0.03045,4160.0,59,1935651472.804982,4026155063434.362,1043.1788974410106,Continent exterminated,0
(2006 QQ56),2050,0.03272,1670.0,21,87282868.69469097,72881195360.06696,57628.033942775626,Major extinction event,1
(2009 RT1),2050,0.018690000000000002,2460.0,59,1935651472.804982,2380851311550.128,1764.074883477481,Continent exterminated,0
(2003 OT13),2050,0.04465,7520.0,72,3517779524.301481,13226851011373.568,317.53589697112966,Minor extiction event,0
(2012 PZ17),2050,0.01762,3440.0,15,31808625.61759875,54710836062.26985,76767.24214595652,Major extinction event,1
382758 (2003 GY),2050,0.03853,6720.0,300,254469004940.79,855015856601054.4,4.912189601601384,Entirety of Paris destroyed,0
(2006 QQ23),2050,0.035910000000000004,5910.0,320,308831124218.5114,912595972065701.2,4.602255684400091,Entirety of Paris destroyed,0
(2006 SU217),2050,0.025230000000000002,6110.0,29,229860909.6852196,702225079088.3457,5980.988325641393,Major extinction event,1
(2007 TD),2050,0.00671,10930.0,43,749335821.3269402,4095120263551.728,1025.6109051013093,Continent exterminated,0
(2006 GU2),2050,0.00112,7620.0,6987,3214721517691824.0,1.224808898240585e+19,0.00034291063740908654,Large city block,0
(2012 TC4),2050,0.01195,6160.0,15,31808625.61759875,97970566902.20416,42870.01834124844,Major extinction event,1
(2007 WZ4),2050,0.03244,4480.0,45,858832891.6751662,1923785677352.3723,2183.1953784895045,Continent exterminated,0
(2002 VE68),2050,0.04868,9050.0,260,165649897438.4935,749565785909183.1,5.603244010004572,Entirety of Paris destroyed,0
(2015 JJ),2050,0.0027600000000000003,10820.0,130,20706237179.811687,112020743142781.23,37.49305603736886,Entirety of Paris destroyed,0
(2011 WO4),2050,0.0366,34190.0,480,1042305044237.4758,1.781820473123965e+16,0.2357139826009731,Entirety of Paris destroyed,0
(2013 VJ11),2050,0.00867,8780.0,6984,3210582391782805.0,1.4094456699926514e+19,0.0002979894925656764,Large city block,0
342866 (2008 YU32),2050,0.01781,17830.0,320,308831124218.5114,2753229472408029.0,1.5254812728437768,Entirety of Paris destroyed,0
(2017 VB13),2050,0.022180000000000002,11370.0,26,165649897.43849352,941719666937.8356,4459.9259710238675,Continent exterminated,0
(2009 WW7),2050,0.00927,9090.0,5005,1181635072301371.2,5.370531403609732e+18,0.0007820455154916374,Multiple city blocks,0
(2017 VT14),2050,0.0359,10670.0,76,4137251330.1069713,22072235846120.69,190.28430238245082,Mount Krakatoa comparable,0
496816 (1989 UP),2050,0.02673,6660.0,260,165649897438.4935,551614158470183.4,7.6140177613425495,Entirety of Paris destroyed,0
508908 (2003 YX1),2050,0.01817,8470.0,210,87282868694.69098,369642948922016.3,11.362316019413846,Entirety of Paris destroyed,0
(2007 YS56),2050,0.00218,8200.0,24,130288130.52968448,534181335171.7064,7862.498600124168,Major extinction event,1
264357 (2000 AZ93),2051,0.03317,7760.0,210,87282868694.69098,338657530535401.0,12.401909366550939,Entirety of Paris destroyed,0
(2011 AX22),2051,0.015430000000000001,9880.0,37,477393278.0468828,2358322793551.601,1780.9266871711225,Continent exterminated,0
(2018 BM3),2051,0.00365,18870.0,140,25861590724.352882,244004108484269.44,17.212824923686753,Entirety of Paris destroyed,0
480883 (2001 YE4),2051,0.03605,12810.0,240,130288130529.68448,834495476042629.1,5.032981149181746,Entirety of Paris destroyed,0
(2005 BU),2051,0.02684,9200.0,15,31808625.61759875,146319677840.95425,28704.273150227218,Major extinction event,1
(2018 BT1),2051,0.03982,17080.0,90,6870663133.40133,58675463159247.36,71.58017634391817,Mount Krakatoa comparable,0
(2015 XA379),2051,0.02141,3150.0,29,229860909.6852196,362030932754.2208,11601.218625291718,Major extinction event,1
(2010 CO44),2051,0.03834,7250.0,39,559068403.8549157,2026622963974.0696,2072.413110213696,Continent exterminated,0
(2002 CW11),2051,0.01524,5080.0,20,75398223.68616001,191511488162.84644,21930.79924494476,Major extinction event,1
(2016 AU65),2051,0.02335,15480.0,90,6870663133.40133,53178932652526.3,78.97864418308285,Mount Krakatoa comparable,0
(2017 BU),2051,0.02298,9160.0,32,308831124.21851134,1414446548920.782,2969.3592898258235,Continent exterminated,0
292220 (2006 SU49),2051,0.01756,4700.0,420,698262949557.5278,1640917931460190.5,2.5595429969264702,Entirety of Paris destroyed,0
(2006 QQ56),2051,0.04044,1810.0,21,87282868.69469097,78990996168.69533,53170.61695272668,Major extinction event,1
(2014 CA13),2051,0.03392,13790.0,26,165649897.43849352,1142156042838.4128,3677.255858632442,Continent exterminated,0
(2008 DL4),2051,0.00796,3240.0,14,25861590.72435288,41895776973.45167,100248.76737962008,Major extinction event,1
(2017 DU34),2051,0.02164,10580.0,14,25861590.72435288,136807814931.82675,30700.0005964054,Major extinction event,1
(2012 DH54),2051,0.01695,4420.0,7985,4798393817379585.0,1.0604450336408883e+19,0.00039606013199759097,Large city block,0
(2017 XS2),2051,0.04353,5940.0,21,87282868.69469097,259230120023.2321,16201.820990645674,Major extinction event,1
(2010 FK),2051,0.03377,6770.0,54,1484063236.8146873,5023554056617.717,836.0614721498183,Minor extiction event,0
(2005 FN),2051,0.00267,10680.0,14,25861590.72435288,138100894468.04434,30412.547407300484,Major extinction event,1
(2005 XY4),2051,0.01218,20770.0,67,2834624493.815068,29437575368269.48,142.6747939481166,Mount Krakatoa comparable,0
4581 Asclepius (1989 FC),2051,0.01226,11050.0,240,130288130529.68448,719841921176506.8,5.8346143457935,Entirety of Paris destroyed,0
(2007 RF2),2051,0.035410000000000004,18840.0,240,130288130529.68448,1227314189589627.8,3.4221066093958687,Entirety of Paris destroyed,0
(2016 HO),2051,0.0043100000000000005,4980.0,24,130288130.52968448,324417445018.9144,12946.282835545815,Major extinction event,1
(2014 HW),2051,0.00463,4360.0,4994,1173861182358250.2,2.5590173775409853e+18,0.0016412549742182176,Multiple city blocks,0
482488 (2012 SW20),2051,0.04742,15440.0,370,477393278046.8828,3685476106521936.0,1.1396085278012102,Entirety of Paris destroyed,0
(2009 UK20),2051,0.01575,5310.0,18,54965305.06721064,145932884953.44424,28780.353388750533,Major extinction event,1
(2009 VA26),2051,0.0359,22260.0,240,130288130529.68448,1450106892795388.2,2.8963382084913825,Entirety of Paris destroyed,0
68347 (2001 KB67),2051,0.0222,14170.0,360,439722440537.6851,3115433491209499.0,1.3481269980086918,Entirety of Paris destroyed,0
(2015 CW13),2051,0.0449,6720.0,90,6870663133.40133,23085428128228.47,181.93294820745868,Mount Krakatoa comparable,0
(2017 WE28),2051,0.024630000000000003,9750.0,14,25861590.72435288,126075254781.22028,33313.43654461222,Major extinction event,1
(2017 UY42),2051,0.041030000000000004,17570.0,200,75398223686.16,662373395082915.6,6.3408343861308705,Entirety of Paris destroyed,0
(2016 RB1),2051,0.03652,6260.0,4995,1174566486474599.2,3.676393102665496e+18,0.0011424240778155287,Multiple city blocks,0
(2006 BA),2051,0.03269,6360.0,7982,4792987515389937.0,1.524170029894e+19,0.0002755598074771286,Large city block,0
437844 (1999 MN),2051,0.039639999999999995,14310.0,170,46303934121.263016,331304648637636.9,12.677153843964724,Entirety of Paris destroyed,0
(2006 CT),2051,0.03804,5810.0,123,17538258289.52419,50948640331067.77,82.43595850071976,Mount Krakatoa comparable,0
13651 (1997 BR),2051,0.02908,12080.0,208,84812747488.50868,512268994830592.5,8.198817500928277,Entirety of Paris destroyed,0
(2004 KG1),2051,0.03607,9210.0,50,1178097245.09625,5425137813668.231,774.173881706454,Minor extiction event,0
162422 (2000 EV70),2051,0.01229,16120.000000000002,250,147262155637.03125,1186932974434472.0,3.5385317372290026,Entirety of Paris destroyed,0
1620 Geographos (1951 RA),2051,0.04788,11010.0,2005,75965125258597.56,4.181880145485796e+17,0.01004332944485213,Levels most large city,0
(2016 CG18),2051,0.03469,4070.0000000000014,4991,1171746964207289.5,2.384505072161835e+18,0.0017613718037480226,Multiple city blocks,0
(1998 SD9),2051,0.0134,10260.0,48,1042305044.237476,5347024876938.252,785.4835346127942,Minor extiction event,0
(2012 DM32),2051,0.02046,7860.0,19,64644552.03292143,254053089489.3813,16531.977660423407,Major extinction event,1
(2005 RK3),2051,0.02172,3560.0,62,2246188481.8343925,3998215497665.2183,1050.4686409355909,Continent exterminated,0
350523 (2000 EA14),2051,0.04745,4880.0,200,75398223686.16,183971665794230.4,22.829602492688398,Entirety of Paris destroyed,0
(2015 YS9),2051,0.02559,8680.0,21,87282868.69469097,378807650134.9588,11087.421277008674,Major extinction event,1
(2006 QQ56),2051,0.02561,1920.0,21,87282868.69469097,83791553946.90334,50124.38368981004,Major extinction event,1
329437 (2002 OA22),2051,0.04382,6610.0,430,749335821326.9404,2476554889485538.0,1.69590426516752,Entirety of Paris destroyed,0
(2016 SR2),2051,0.0169,6450.0,19,64644552.03292143,208478680306.17166,20145.94486991132,Major extinction event,1
(2011 SE97),2051,0.00618,14830.0,37,477393278.0468828,3539871156717.636,1186.4838617161627,Continent exterminated,0
(2016 CH30),2051,0.02497,6350.0,5992,2027619883886939.2,6.437693131341032e+18,0.0006524076115950405,Multiple city blocks,0
(2016 VO1),2051,0.0395,12640.0,83,5388965515.854796,34058262060202.31,123.31809510937364,Mount Krakatoa comparable,0
(1999 SF10),2051,0.01073,4510.0,45,858832891.6751662,1936668170727.5,2168.6730145527667,Continent exterminated,0
(2011 PO1),2051,0.04532,9700.0,210,87282868694.69098,423321913169251.25,9.92152749324075,Entirety of Paris destroyed,0
(2007 US12),2051,0.04208,15190.0,130,20706237179.811687,157263871380669.78,26.706706143800588,Entirety of Paris destroyed,0
(2013 RH74),2051,0.03623,11460.0,210,87282868694.69098,500130837620579.3,8.397802503004824,Entirety of Paris destroyed,0
162082 (1998 HL1),2051,0.04666,11080.0,550,1568047433223.1091,8686982780056026.0,0.4834820220482712,Entirety of Paris destroyed,0
497117 (2004 FU4),2051,0.00813,13640.0,423,713332858499.1263,4864930094964042.0,0.8633217575618717,Entirety of Paris destroyed,0
154276 (2002 SY50),2051,0.02525,22280.0,208,84812747488.50868,944814007021986.8,4.445319363160396,Entirety of Paris destroyed,0
(1998 VS),2051,0.04047,5510.0,123,17538258289.52419,48317901587639.14,86.92430469858108,Mount Krakatoa comparable,0
(2011 LC19),2051,0.02487,15720.0,550,1568047433223.1091,1.2324852825133638e+16,0.3407748603240996,Entirety of Paris destroyed,0
(2005 UV64),2051,0.02669,3920.0,17,46303934.12126301,90755710877.6755,46278.07946610591,Major extinction event,1
(2012 UK171),2051,0.0465,4650.0,43,749335821.3269402,1742205784585.136,2410.737030700497,Continent exterminated,0
(2014 WT202),2051,0.03843,12010.0,200,75398223686.16,452766333235390.8,9.276308090284711,Entirety of Paris destroyed,0
(2014 KP84),2051,0.01065,13380.0,270,185507904601.83594,1241047881786282.5,3.384236870824675,Entirety of Paris destroyed,0
(2017 WD28),2051,0.00936,14030.0,24,130288130.52968448,913971235665.7368,4595.330614470288,Continent exterminated,0
415713 (1998 XX2),2051,0.0362,8980.0,340,370431472970.1041,1663237313635767.5,2.525195872872149,Entirety of Paris destroyed,0
162474 (2000 LB16),2051,0.03878,28710.0,472,991053554076.1508,1.4226573768763144e+16,0.2952221714283598,Entirety of Paris destroyed,0
(2008 YC3),2051,0.02279,6460.0,29,229860909.6852196,742450738283.2592,5656.9409705369835,Major extinction event,1
(2016 YA1),2051,0.0405,9410.0,62,2246188481.8343925,10568316807030.816,397.41427861112686,Minor extiction event,0
(2010 NK1),2051,0.02086,9610.0,112,13241134450.868671,63623651036423.97,66.01318741666582,Mount Krakatoa comparable,0
(2014 YT15),2051,0.00892,6160.0,8985,6836367041451810.0,2.105601048767157e+19,0.00019946798575442995,Large city block,0
(2013 AN20),2052,0.03726,13250.0,140,25861590724.352882,171333038548837.84,24.513660853582568,Entirety of Paris destroyed,0
(2014 YR15),2052,0.037860000000000005,9900.0,170,46303934121.263016,229204473900252.0,18.324249647185365,Entirety of Paris destroyed,0
337075 (1998 QC1),2052,0.04686,13460.0,370,477393278046.8828,3212856761255521.0,1.3072478208952971,Entirety of Paris destroyed,0
(2002 PN),2052,0.00798,5280.0,36,439722440.5376852,1160867243019.489,3617.984765489234,Continent exterminated,0
(2000 QV7),2052,0.02543,15870.0,170,46303934121.263016,367421717252222.0,11.431006396164785,Entirety of Paris destroyed,0
(2015 RE83),2052,0.031160000000000007,8890.0,123,17538258289.52419,77957558096935.02,53.87546894141529,Mount Krakatoa comparable,0
(2015 DU),2052,0.0229,1870.0,15,31808625.61759875,29741064952.45483,141218.88394764197,Major extinction event,1
(2017 BL30),2052,0.039,8060.000000000001,72,3517779524.301481,14176651482934.967,296.2617798043295,Minor extiction event,0
(2018 FY),2052,0.02429,7010.0,71,3373231704.717152,11823177125033.62,355.2344649482748,Minor extiction event,0
(2017 ED),2052,0.01644,4970.0,18,54965305.06721064,136588783092.01845,30749.23068295076,Major extinction event,1
221455 (2006 BC10),2052,0.007809999999999998,18480.0,430,749335821326.9404,6923862989060930.0,0.6065977918158715,Entirety of Paris destroyed,0
231937 (2001 FO32),2052,0.01882,33530.0,237,125463143727.00215,2103389604583191.2,1.9967770073829352,Entirety of Paris destroyed,0
(2015 FQ),2052,0.01266,20470.0,118,15485211782.439856,158491142593271.9,26.499903598892303,Entirety of Paris destroyed,0
(2017 TG4),2052,0.00882,12540.0,43,749335821.3269402,4698335599719.915,893.9335879391797,Minor extiction event,0
(2013 GH66),2052,0.0139,2100.0,5992,2027619883886939.2,2.129000878081286e+18,0.0019727563493469086,Multiple city blocks,0
(2009 FH),2052,0.02712,5250.0,15,31808625.61759875,83497642246.19673,50300.82152039817,Major extinction event,1
(2016 VR),2052,0.0076,8270.0,19,64644552.03292143,267305222656.1301,15712.375382216203,Major extinction event,1
414990 (2011 EM51),2052,0.03336,9070.0,140,25861590724.352882,117282313934940.31,35.81102605402085,Entirety of Paris destroyed,0
(2009 KY1),2052,0.037219999999999996,6600.0,62,2246188481.8343925,7412421990053.495,566.6164184440461,Minor extiction event,0
(2012 VU76),2052,0.030080000000000006,5580.0,24,130288130.52968448,363503884177.8197,11554.209412368848,Major extinction event,1
(2013 WA44),2052,0.02196,1400.0,62,2246188481.8343925,1572331937284.0747,2671.191686950503,Continent exterminated,0
(2003 LH),2052,0.03175,7440.0,30,254469004.94079,946624698379.7388,4436.816414349638,Continent exterminated,0
(2001 CQ36),2052,0.01989,5320.0,106,11225061347.724442,29858663184947.016,140.6626939051107,Mount Krakatoa comparable,0
162120 (1998 SH36),2052,0.02416,17640.0,260,165649897438.4935,1461032095407512.8,2.8746801752007585,Entirety of Paris destroyed,0
(2016 JB29),2052,0.01226,9070.0,37,477393278.0468828,2164978515942.6133,1939.973061659393,Continent exterminated,0
(2015 YC1),2052,0.03466,7260.0,21,87282868.69469097,316836813361.7282,13256.035355982825,Major extinction event,1
(2017 HV4),2052,0.043160000000000004,3950.0,50,1178097245.09625,2326742059065.0938,1805.0991013965674,Continent exterminated,0
65909 (1998 FH12),2052,0.04709,15580.0,480,1042305044237.4758,8119556294609938.0,0.5172696447450109,Entirety of Paris destroyed,0
(2016 YC8),2052,0.02947,6870.0,39,559068403.8549157,1920399967241.6355,2187.044403063944,Continent exterminated,0
(2014 MV18),2052,0.01933,6780.0,62,2246188481.8343925,7614578953418.591,551.5735046800448,Minor extiction event,0
(2015 LE21),2052,0.02423,4280.0,36,439722440.5376852,941006022750.6464,4463.308308827841,Continent exterminated,0
(2017 WZ14),2052,0.04682,5620.0,32,308831124.21851134,867815459054.0168,4839.73862896878,Continent exterminated,0
(1994 RC),2052,0.04844,11920.0,450,858832891675.1663,5118644034383991.0,0.8205298066806189,Entirety of Paris destroyed,0
(2011 OJ45),2052,0.01592,4630.0,21,87282868.69469097,202059841028.2096,20785.921530115615,Major extinction event,1
(2015 QR3),2052,0.04773,7110.0,24,130288130.52968448,463174304033.0283,9067.860551479349,Major extinction event,1
(2015 TM237),2052,0.04937,16090.0,364,454543318571.2263,3656800997905516.0,1.1485448626834245,Entirety of Paris destroyed,0
(2017 QB35),2052,0.01896,4340.0,4995,1174566486474599.2,2.5488092756498806e+18,0.0016478282781394495,Multiple city blocks,0
(2015 SA),2052,0.0073700000000000015,9190.0,29,229860909.6852196,1056210880003.584,3976.4786365254527,Continent exterminated,0
(2015 RF36),2052,0.03442,4410.0,64,2470648993.748091,5447781031214.541,770.9560967915119,Minor extiction event,0
(2013 UB),2052,0.01524,8340.0,15,31808625.61759875,132641968825.38678,31664.18620888375,Major extinction event,1
(2015 UH52),2052,0.00196,11480.0,21,87282868.69469097,501003666307.5262,8383.172185055339,Major extinction event,1
306383 (1993 VD),2052,0.02024,16530.0,170,46303934121.263016,382702015512238.8,10.974595977443144,Entirety of Paris destroyed,0
(2009 DB43),2052,0.035019999999999996,3150.0,17,46303934.12126301,72928696240.98924,57590.49889115402,Major extinction event,1
(2010 UC),2052,0.04167,2970.0,7988,4803804183239242.0,7.133649212110276e+18,0.0005887589752619131,,0
363505 (2003 UC20),2052,0.03642,7830.0,364,454543318571.2263,1779537092206351.0,2.360164347455466,Entirety of Paris destroyed,0
(2015 VE1),2052,0.03596,10100.0,210,87282868694.69098,440778486908189.44,9.528595711330226,Entirety of Paris destroyed,0
(2014 YE15),2052,0.04406,4880.0,4995,1174566486474599.2,2.865942226998022e+18,0.0014654866244109034,Multiple city blocks,0
(2010 VK139),2052,0.00848,13780.0,62,2246188481.8343925,15476238639838.965,271.3837708077434,Minor extiction event,0
(2017 XA1),2052,0.048010000000000004,9460.0,190,64644552032.92144,305768731115718.44,13.73587150221226,Entirety of Paris destroyed,0
(2013 GS66),2052,0.03742,12130.0,210,87282868694.69098,529370598633300.8,7.933950262525578,Entirety of Paris destroyed,0
363734 (2004 XN50),2052,0.017490000000000002,27190.0,540,1484063236814.6875,2.017583970449568e+16,0.208169774419061,Entirety of Paris destroyed,0
452807 (2006 KV89),2052,0.03793,8710.0,180,54965305067.21064,239373903567702.4,17.54577227259073,Entirety of Paris destroyed,0
